run_id,pod_name,submitted_ts,scheduled_ts,running_ts,job_start_ts
0036bc61-4ac3-46ad-9e7b-c87aa0c879ca,dagster-run-0036bc61-4ac3-46ad-9e7b-c87aa0c879ca-f9qlm,2026-04-30T13:51:51+00:00,2026-04-30T13:51:51+00:00,2026-04-30T13:51:51+00:00,2026-04-30T13:53:20+00:00
083edb24-cd40-476c-a0de-1649c29bcb89,dagster-run-083edb24-cd40-476c-a0de-1649c29bcb89-959hg,2026-04-30T13:55:37+00:00,2026-04-30T13:55:37+00:00,2026-04-30T13:55:37+00:00,2026-04-30T13:57:04+00:00
13dc6634-9acc-439d-a1a1-624f61ab185c,dagster-run-13dc6634-9acc-439d-a1a1-624f61ab185c-dsrnf,2026-04-30T13:33:12+00:00,2026-04-30T13:33:12+00:00,2026-04-30T13:33:12+00:00,2026-04-30T13:34:34+00:00
1fd94e5a-058d-461d-b065-7510fc179943,dagster-run-1fd94e5a-058d-461d-b065-7510fc179943-r67cd,2026-04-30T13:27:22+00:00,2026-04-30T13:27:23+00:00,2026-04-30T13:27:23+00:00,2026-04-30T13:28:58+00:00
29cb3b48-cdef-475f-b312-007fc8c492ba,dagster-run-29cb3b48-cdef-475f-b312-007fc8c492ba-vb9px,2026-04-30T13:59:35+00:00,2026-04-30T13:59:35+00:00,2026-04-30T13:59:35+00:00,2026-04-30T14:01:06+00:00
4c6a2ebf-f358-4cc5-80b8-86ee771aa7c7,dagster-run-4c6a2ebf-f358-4cc5-80b8-86ee771aa7c7-mjtfb,2026-04-30T14:03:32+00:00,2026-04-30T14:03:32+00:00,2026-04-30T14:03:32+00:00,2026-04-30T14:05:06+00:00
4dd15587-8c63-4661-bcf8-3921942e480f,dagster-run-4dd15587-8c63-4661-bcf8-3921942e480f-zkhxv,2026-04-30T14:03:17+00:00,2026-04-30T14:03:17+00:00,2026-04-30T14:03:17+00:00,2026-04-30T14:04:49+00:00
50a9f5b4-1091-4068-afef-2b1eb51368f9,dagster-run-50a9f5b4-1091-4068-afef-2b1eb51368f9-8wgks,2026-04-30T14:03:27+00:00,2026-04-30T14:03:27+00:00,2026-04-30T14:03:27+00:00,2026-04-30T14:05:02+00:00
66c2d8f1-0f2c-4852-b5cd-058b4986e2de,dagster-run-66c2d8f1-0f2c-4852-b5cd-058b4986e2de-5zw9c,2026-04-30T13:59:29+00:00,2026-04-30T13:59:29+00:00,2026-04-30T13:59:29+00:00,2026-04-30T14:00:56+00:00
6d6c1069-6631-4650-96fa-866ecaae9353,dagster-run-6d6c1069-6631-4650-96fa-866ecaae9353-pjrzs,2026-04-30T14:03:16+00:00,2026-04-30T14:03:16+00:00,2026-04-30T14:03:16+00:00,2026-04-30T14:04:49+00:00
