timestamp,pod,cpu_millicores,memory_mib
1776314183,dagster-thesis-daemon-79fbf6d8b7-bpzsf,14,191
1776314183,dagster-thesis-postgresql-0,16,39
1776314183,dagster-thesis-webserver-6f8dc5c8d-lgnjf,7,148
1776314183,dagster-thesis-workload-578f694dcf-d6phq,50,109
1776314185,dagster-thesis-daemon-79fbf6d8b7-bpzsf,14,191
1776314185,dagster-thesis-postgresql-0,16,39
1776314185,dagster-thesis-webserver-6f8dc5c8d-lgnjf,7,148
1776314185,dagster-thesis-workload-578f694dcf-d6phq,50,109
1776314187,dagster-thesis-daemon-79fbf6d8b7-bpzsf,14,191
1776314187,dagster-thesis-postgresql-0,16,39
1776314187,dagster-thesis-webserver-6f8dc5c8d-lgnjf,7,148
1776314187,dagster-thesis-workload-578f694dcf-d6phq,50,109
1776314189,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314189,dagster-thesis-postgresql-0,16,39
1776314189,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314189,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314192,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314192,dagster-thesis-postgresql-0,16,39
1776314192,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314192,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314194,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314194,dagster-thesis-postgresql-0,16,39
1776314194,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314194,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314196,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314196,dagster-thesis-postgresql-0,16,39
1776314196,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314196,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314198,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314198,dagster-thesis-postgresql-0,16,39
1776314198,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314198,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314200,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314200,dagster-thesis-postgresql-0,16,39
1776314200,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314200,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314202,dagster-thesis-daemon-79fbf6d8b7-bpzsf,15,192
1776314202,dagster-thesis-postgresql-0,16,39
1776314202,dagster-thesis-webserver-6f8dc5c8d-lgnjf,16,148
1776314202,dagster-thesis-workload-578f694dcf-d6phq,69,109
1776314204,dagster-run-6b424228-4fd7-4a87-8048-37894d7b5a0e-cb2fv,328,211
1776314204,dagster-run-6d0da98f-e375-4ec4-bb90-b5887fabad1f-r74xx,331,211
1776314204,dagster-run-8b71f95c-f935-4468-a69b-5cae349ade4e-4wg4r,433,211
1776314204,dagster-run-ac10b918-0c23-44fc-abde-3a7f3a2945dd-bvlpp,446,211
1776314204,dagster-run-b1105124-6cbd-4bdf-92f9-0118bac3e030-lrdgd,459,211
1776314204,dagster-run-c3497d3c-352c-4632-9af7-0df24ea18857-9gj2r,283,211
1776314204,dagster-run-d48390eb-013e-4234-b99d-6e5a1663bd0a-nfw8t,324,211
1776314204,dagster-run-dcff34e2-f16e-4468-ab55-e113c03c3d62-6g4pw,299,211
1776314204,dagster-run-f3c661f9-c7b6-43ec-a08a-596bbc7ad82d-5fqxp,408,211
1776314204,dagster-run-f8261b2b-5dce-45b3-be0f-e4fdb3734c6a-v5qr7,324,211
1776314204,dagster-thesis-daemon-79fbf6d8b7-bpzsf,46,191
1776314204,dagster-thesis-postgresql-0,66,39
1776314204,dagster-thesis-webserver-6f8dc5c8d-lgnjf,3,148
1776314205,dagster-thesis-workload-578f694dcf-d6phq,62,109
1776314207,dagster-run-6b424228-4fd7-4a87-8048-37894d7b5a0e-cb2fv,328,211
1776314207,dagster-run-6d0da98f-e375-4ec4-bb90-b5887fabad1f-r74xx,331,211
1776314207,dagster-run-8b71f95c-f935-4468-a69b-5cae349ade4e-4wg4r,433,211
1776314207,dagster-run-ac10b918-0c23-44fc-abde-3a7f3a2945dd-bvlpp,446,211
1776314207,dagster-run-b1105124-6cbd-4bdf-92f9-0118bac3e030-lrdgd,459,211
1776314207,dagster-run-c3497d3c-352c-4632-9af7-0df24ea18857-9gj2r,283,211
1776314207,dagster-run-d48390eb-013e-4234-b99d-6e5a1663bd0a-nfw8t,324,211
1776314207,dagster-run-dcff34e2-f16e-4468-ab55-e113c03c3d62-6g4pw,299,211
1776314207,dagster-run-f3c661f9-c7b6-43ec-a08a-596bbc7ad82d-5fqxp,408,211
1776314207,dagster-run-f8261b2b-5dce-45b3-be0f-e4fdb3734c6a-v5qr7,324,211
1776314207,dagster-thesis-daemon-79fbf6d8b7-bpzsf,46,191
1776314207,dagster-thesis-postgresql-0,66,39
1776314207,dagster-thesis-webserver-6f8dc5c8d-lgnjf,3,148
1776314207,dagster-thesis-workload-578f694dcf-d6phq,62,109
1776314209,dagster-run-6b424228-4fd7-4a87-8048-37894d7b5a0e-cb2fv,328,211
1776314209,dagster-run-6d0da98f-e375-4ec4-bb90-b5887fabad1f-r74xx,331,211
1776314209,dagster-run-8b71f95c-f935-4468-a69b-5cae349ade4e-4wg4r,433,211
1776314209,dagster-run-ac10b918-0c23-44fc-abde-3a7f3a2945dd-bvlpp,446,211
1776314209,dagster-run-b1105124-6cbd-4bdf-92f9-0118bac3e030-lrdgd,459,211
1776314209,dagster-run-c3497d3c-352c-4632-9af7-0df24ea18857-9gj2r,283,211
1776314209,dagster-run-d48390eb-013e-4234-b99d-6e5a1663bd0a-nfw8t,324,211
1776314209,dagster-run-dcff34e2-f16e-4468-ab55-e113c03c3d62-6g4pw,299,211
1776314209,dagster-run-f3c661f9-c7b6-43ec-a08a-596bbc7ad82d-5fqxp,408,211
1776314209,dagster-run-f8261b2b-5dce-45b3-be0f-e4fdb3734c6a-v5qr7,324,211
1776314209,dagster-thesis-daemon-79fbf6d8b7-bpzsf,46,191
1776314209,dagster-thesis-postgresql-0,66,39
1776314209,dagster-thesis-webserver-6f8dc5c8d-lgnjf,3,148
1776314209,dagster-thesis-workload-578f694dcf-d6phq,62,109
1776314211,dagster-run-6b424228-4fd7-4a87-8048-37894d7b5a0e-cb2fv,328,211
1776314211,dagster-run-6d0da98f-e375-4ec4-bb90-b5887fabad1f-r74xx,331,211
1776314211,dagster-run-8b71f95c-f935-4468-a69b-5cae349ade4e-4wg4r,433,211
1776314211,dagster-run-ac10b918-0c23-44fc-abde-3a7f3a2945dd-bvlpp,446,211
1776314211,dagster-run-b1105124-6cbd-4bdf-92f9-0118bac3e030-lrdgd,459,211
1776314211,dagster-run-c3497d3c-352c-4632-9af7-0df24ea18857-9gj2r,283,211
1776314211,dagster-run-d48390eb-013e-4234-b99d-6e5a1663bd0a-nfw8t,324,211
1776314211,dagster-run-dcff34e2-f16e-4468-ab55-e113c03c3d62-6g4pw,299,211
1776314211,dagster-run-f3c661f9-c7b6-43ec-a08a-596bbc7ad82d-5fqxp,408,211
1776314211,dagster-run-f8261b2b-5dce-45b3-be0f-e4fdb3734c6a-v5qr7,324,211
1776314212,dagster-thesis-daemon-79fbf6d8b7-bpzsf,46,191
1776314212,dagster-thesis-postgresql-0,66,39
1776314212,dagster-thesis-webserver-6f8dc5c8d-lgnjf,3,148
