timestamp,pod,cpu_millicores,memory_mib
1777639569,dagster-thesis-daemon-5899b9b5d-57hqv,17,178
1777639569,dagster-thesis-postgresql-0,19,78
1777639569,dagster-thesis-webserver-64848cbff5-swthz,8,142
1777639569,dagster-thesis-workload-68d48d9786-58tqg,70,127
1777639571,dagster-thesis-daemon-5899b9b5d-57hqv,17,178
1777639571,dagster-thesis-postgresql-0,19,78
1777639571,dagster-thesis-webserver-64848cbff5-swthz,8,142
1777639571,dagster-thesis-workload-68d48d9786-58tqg,70,127
1777639573,dagster-thesis-daemon-5899b9b5d-57hqv,17,178
1777639573,dagster-thesis-postgresql-0,19,78
1777639573,dagster-thesis-webserver-64848cbff5-swthz,8,142
1777639573,dagster-thesis-workload-68d48d9786-58tqg,70,127
1777639576,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639576,dagster-thesis-postgresql-0,43,77
1777639576,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639576,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639578,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639578,dagster-thesis-postgresql-0,43,77
1777639578,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639578,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639580,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639580,dagster-thesis-postgresql-0,43,77
1777639580,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639580,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639582,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639582,dagster-thesis-postgresql-0,43,77
1777639582,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639582,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639584,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639584,dagster-thesis-postgresql-0,43,77
1777639584,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639584,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639587,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639587,dagster-thesis-postgresql-0,43,77
1777639587,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639587,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639589,dagster-thesis-daemon-5899b9b5d-57hqv,29,178
1777639589,dagster-thesis-postgresql-0,43,77
1777639589,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639589,dagster-thesis-workload-68d48d9786-58tqg,89,127
1777639591,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639591,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639591,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639591,dagster-thesis-postgresql-0,48,78
1777639591,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639591,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639594,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639594,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639594,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639594,dagster-thesis-postgresql-0,48,78
1777639594,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639594,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639596,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639596,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639596,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639596,dagster-thesis-postgresql-0,48,78
1777639596,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639596,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639598,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639598,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639598,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639598,dagster-thesis-postgresql-0,48,78
1777639598,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639598,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639600,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639600,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639600,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639600,dagster-thesis-postgresql-0,48,78
1777639600,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639600,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639602,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639602,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639602,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639602,dagster-thesis-postgresql-0,48,78
1777639602,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639602,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639605,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,222,133
1777639605,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,505,230
1777639605,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639605,dagster-thesis-postgresql-0,48,78
1777639605,dagster-thesis-webserver-64848cbff5-swthz,16,142
1777639605,dagster-thesis-workload-68d48d9786-58tqg,135,127
1777639607,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,898,231
1777639607,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,913,248
1777639607,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,978,230
1777639607,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639607,dagster-thesis-postgresql-0,66,78
1777639607,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639607,dagster-thesis-workload-68d48d9786-58tqg,77,127
1777639609,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,898,231
1777639609,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,913,248
1777639609,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,978,230
1777639609,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639609,dagster-thesis-postgresql-0,66,78
1777639609,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639609,dagster-thesis-workload-68d48d9786-58tqg,77,127
1777639612,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,898,231
1777639612,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,913,248
1777639612,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,978,230
1777639612,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639612,dagster-thesis-postgresql-0,66,78
1777639612,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639612,dagster-thesis-workload-68d48d9786-58tqg,77,127
1777639614,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,898,231
1777639614,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,913,248
1777639614,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,978,230
1777639614,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639614,dagster-thesis-postgresql-0,66,78
1777639614,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639614,dagster-thesis-workload-68d48d9786-58tqg,77,127
1777639616,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,898,231
1777639616,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,913,248
1777639616,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,978,230
1777639616,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639616,dagster-thesis-postgresql-0,66,78
1777639616,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639616,dagster-thesis-workload-68d48d9786-58tqg,77,127
1777639618,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,898,231
1777639618,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,913,248
1777639618,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,978,230
1777639618,dagster-thesis-daemon-5899b9b5d-57hqv,31,178
1777639618,dagster-thesis-postgresql-0,66,78
1777639618,dagster-thesis-webserver-64848cbff5-swthz,7,142
1777639618,dagster-thesis-workload-68d48d9786-58tqg,77,127
1777639621,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,978,230
1777639621,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,971,248
1777639621,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,976,231
1777639621,dagster-thesis-daemon-5899b9b5d-57hqv,14,178
1777639621,dagster-thesis-postgresql-0,66,78
1777639621,dagster-thesis-webserver-64848cbff5-swthz,7,143
1777639621,dagster-thesis-workload-68d48d9786-58tqg,100,189
1777639623,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,978,230
1777639623,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,971,248
1777639623,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,976,231
