timestamp,pod,cpu_millicores,memory_mib
1777638273,dagster-thesis-daemon-5899b9b5d-57hqv,16,177
1777638273,dagster-thesis-postgresql-0,19,77
1777638273,dagster-thesis-webserver-64848cbff5-swthz,7,160
1777638273,dagster-thesis-workload-68d48d9786-58tqg,81,127
1777638276,dagster-thesis-daemon-5899b9b5d-57hqv,16,177
1777638276,dagster-thesis-postgresql-0,19,77
1777638276,dagster-thesis-webserver-64848cbff5-swthz,7,160
1777638276,dagster-thesis-workload-68d48d9786-58tqg,81,127
1777638278,dagster-thesis-daemon-5899b9b5d-57hqv,16,177
1777638278,dagster-thesis-postgresql-0,19,77
1777638278,dagster-thesis-webserver-64848cbff5-swthz,7,160
1777638278,dagster-thesis-workload-68d48d9786-58tqg,81,127
1777638280,dagster-thesis-daemon-5899b9b5d-57hqv,16,177
1777638280,dagster-thesis-postgresql-0,19,77
1777638280,dagster-thesis-webserver-64848cbff5-swthz,7,160
1777638280,dagster-thesis-workload-68d48d9786-58tqg,81,127
1777638282,dagster-thesis-daemon-5899b9b5d-57hqv,16,177
1777638282,dagster-thesis-postgresql-0,19,77
1777638282,dagster-thesis-webserver-64848cbff5-swthz,7,160
1777638282,dagster-thesis-workload-68d48d9786-58tqg,81,127
1777638284,dagster-thesis-daemon-5899b9b5d-57hqv,16,177
1777638284,dagster-thesis-postgresql-0,19,77
1777638284,dagster-thesis-webserver-64848cbff5-swthz,7,160
1777638284,dagster-thesis-workload-68d48d9786-58tqg,81,127
1777638286,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638286,dagster-thesis-postgresql-0,17,79
1777638286,dagster-thesis-webserver-64848cbff5-swthz,9,160
1777638286,dagster-thesis-workload-68d48d9786-58tqg,71,189
1777638289,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638289,dagster-thesis-postgresql-0,17,79
1777638289,dagster-thesis-webserver-64848cbff5-swthz,9,160
1777638289,dagster-thesis-workload-68d48d9786-58tqg,71,189
1777638291,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638291,dagster-thesis-postgresql-0,17,79
1777638291,dagster-thesis-webserver-64848cbff5-swthz,9,160
1777638291,dagster-thesis-workload-68d48d9786-58tqg,71,189
1777638293,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638293,dagster-thesis-postgresql-0,17,79
1777638293,dagster-thesis-webserver-64848cbff5-swthz,9,160
1777638293,dagster-thesis-workload-68d48d9786-58tqg,71,189
1777638295,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638295,dagster-thesis-postgresql-0,17,79
1777638295,dagster-thesis-webserver-64848cbff5-swthz,9,160
1777638295,dagster-thesis-workload-68d48d9786-58tqg,71,189
1777638297,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638297,dagster-thesis-postgresql-0,17,79
1777638297,dagster-thesis-webserver-64848cbff5-swthz,9,160
1777638297,dagster-thesis-workload-68d48d9786-58tqg,71,189
1777638299,dagster-thesis-daemon-5899b9b5d-57hqv,11,177
1777638299,dagster-thesis-postgresql-0,17,79
