run_id,pod_name,submitted_ts,scheduled_ts,running_ts,job_start_ts
02413153-61e6-4ad4-a128-323886bc5a16,dagster-run-02413153-61e6-4ad4-a128-323886bc5a16-vvx97,2026-05-01T12:31:46+00:00,2026-05-01T12:31:46+00:00,2026-05-01T12:31:46+00:00,2026-05-01T12:33:02+00:00
2cf0f7ab-7144-496c-937e-a550c61a238e,dagster-run-2cf0f7ab-7144-496c-937e-a550c61a238e-9zkcl,2026-05-01T12:39:08+00:00,2026-05-01T12:39:08+00:00,2026-05-01T12:39:08+00:00,2026-05-01T12:40:15+00:00
3b1edbe5-8141-432b-b8d9-012e2cfb6ba9,dagster-run-3b1edbe5-8141-432b-b8d9-012e2cfb6ba9-9s6pb,2026-05-01T09:36:02+00:00,2026-05-01T09:36:02+00:00,2026-05-01T09:36:02+00:00,2026-05-01T09:37:29+00:00
44d26e3d-07a4-46e0-b0f2-0faa32c4e96b,dagster-run-44d26e3d-07a4-46e0-b0f2-0faa32c4e96b-npzrm,2026-05-01T12:46:25+00:00,2026-05-01T12:46:25+00:00,2026-05-01T12:46:25+00:00,2026-05-01T12:47:41+00:00
69b80d99-128d-46b0-9290-1999758f28b3,dagster-run-69b80d99-128d-46b0-9290-1999758f28b3-lk75q,2026-05-01T12:46:11+00:00,2026-05-01T12:46:11+00:00,2026-05-01T12:46:11+00:00,2026-05-01T12:47:40+00:00
6f42f479-8330-4b39-b479-8485b4b3713d,dagster-run-6f42f479-8330-4b39-b479-8485b4b3713d-7l4gw,2026-05-01T12:49:57+00:00,2026-05-01T12:49:57+00:00,2026-05-01T12:49:57+00:00,2026-05-01T12:51:13+00:00
71f1c8ce-9b5e-4fbe-9a74-13ca9d03dac1,dagster-run-71f1c8ce-9b5e-4fbe-9a74-13ca9d03dac1-7rtsc,2026-05-01T12:31:46+00:00,2026-05-01T12:31:46+00:00,2026-05-01T12:31:46+00:00,2026-05-01T12:33:02+00:00
a14309ee-0210-4bf7-bc44-d13036222fcf,dagster-run-a14309ee-0210-4bf7-bc44-d13036222fcf-j2mtj,2026-05-01T12:28:11+00:00,2026-05-01T12:28:11+00:00,2026-05-01T12:28:11+00:00,2026-05-01T12:29:22+00:00
afc89845-0625-4a33-a634-f7f3b222bc13,dagster-run-afc89845-0625-4a33-a634-f7f3b222bc13-29kf5,2026-05-01T12:35:26+00:00,2026-05-01T12:35:26+00:00,2026-05-01T12:35:26+00:00,2026-05-01T12:36:40+00:00
b4f5fd3f-418b-4e70-8727-7701aabc2c56,dagster-run-b4f5fd3f-418b-4e70-8727-7701aabc2c56-rrqgt,2026-05-01T12:49:48+00:00,2026-05-01T12:49:48+00:00,2026-05-01T12:49:48+00:00,2026-05-01T12:51:13+00:00
b8002ff7-cc8d-49eb-b62f-bed6293c8ac1,dagster-run-b8002ff7-cc8d-49eb-b62f-bed6293c8ac1-bzgwt,2026-05-01T12:42:41+00:00,2026-05-01T12:42:41+00:00,2026-05-01T12:42:41+00:00,2026-05-01T12:44:10+00:00
b87abf73-95c8-4a4a-be07-6318f4b1548a,dagster-run-b87abf73-95c8-4a4a-be07-6318f4b1548a-x88rj,2026-05-01T12:50:03+00:00,2026-05-01T12:50:03+00:00,2026-05-01T12:50:03+00:00,2026-05-01T12:51:17+00:00
c3c4fd37-dec9-4980-865a-b057263b6f93,dagster-run-c3c4fd37-dec9-4980-865a-b057263b6f93-6szsm,2026-05-01T12:35:26+00:00,2026-05-01T12:35:26+00:00,2026-05-01T12:35:26+00:00,2026-05-01T12:36:40+00:00
c8f04c4d-597a-41c8-ad54-430b7cafe012,dagster-run-c8f04c4d-597a-41c8-ad54-430b7cafe012-g98f9,2026-05-01T09:39:48+00:00,2026-05-01T09:39:48+00:00,2026-05-01T09:39:48+00:00,2026-05-01T12:25:53+00:00
e09d3b8f-b2ee-4681-adee-8ac06effc994,dagster-run-e09d3b8f-b2ee-4681-adee-8ac06effc994-4cmdc,2026-05-01T12:39:04+00:00,2026-05-01T12:39:04+00:00,2026-05-01T12:39:04+00:00,2026-05-01T12:40:14+00:00
e1435af1-8739-4491-b1ec-693838617eb2,dagster-run-e1435af1-8739-4491-b1ec-693838617eb2-lzx6w,2026-05-01T12:46:17+00:00,2026-05-01T12:46:17+00:00,2026-05-01T12:46:17+00:00,2026-05-01T12:47:40+00:00
ec738d5a-73ae-41bb-b433-96f664266151,dagster-run-ec738d5a-73ae-41bb-b433-96f664266151-qmkbx,2026-05-01T12:42:41+00:00,2026-05-01T12:42:41+00:00,2026-05-01T12:42:41+00:00,2026-05-01T12:44:09+00:00
fcf13dab-32c1-4cbf-a16d-1b00a734f990,dagster-run-fcf13dab-32c1-4cbf-a16d-1b00a734f990-mkdbb,2026-05-01T12:42:41+00:00,2026-05-01T12:42:41+00:00,2026-05-01T12:42:41+00:00,2026-05-01T12:44:10+00:00
