run_id,pod_name,submitted_ts,scheduled_ts,running_ts,job_start_ts
090e7ad4-4c6a-446f-aab1-37f4bbd27777,dagster-run-090e7ad4-4c6a-446f-aab1-37f4bbd27777-r5jjd,2026-04-27T09:43:57+00:00,2026-04-27T09:43:57+00:00,2026-04-27T09:43:57+00:00,2026-04-27T09:45:05+00:00
0d174364-e771-4c9a-939a-cd64c2c281a3,dagster-run-0d174364-e771-4c9a-939a-cd64c2c281a3-vrl6r,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:52:11+00:00
16885a73-bbd5-45fd-8bbb-2ac32afe0d04,dagster-run-16885a73-bbd5-45fd-8bbb-2ac32afe0d04-f4z9p,2026-04-27T10:05:19+00:00,2026-04-27T10:05:19+00:00,2026-04-27T10:05:19+00:00,2026-04-27T10:06:37+00:00
2fe1ab18-ab28-417f-8992-1766244c876b,dagster-run-2fe1ab18-ab28-417f-8992-1766244c876b-jbs5g,2026-04-27T10:01:43+00:00,2026-04-27T10:01:43+00:00,2026-04-27T10:01:43+00:00,2026-04-27T10:02:56+00:00
38f040ed-c426-45dc-8faa-7dacb8e5537a,dagster-run-38f040ed-c426-45dc-8faa-7dacb8e5537a-bdv8n,2026-04-27T09:47:29+00:00,2026-04-27T09:47:29+00:00,2026-04-27T09:47:29+00:00,2026-04-27T09:48:37+00:00
436af5dc-bf1b-4028-ac7c-19d4aeaf5683,dagster-run-436af5dc-bf1b-4028-ac7c-19d4aeaf5683-f5lbm,2026-04-27T09:58:11+00:00,2026-04-27T09:58:11+00:00,2026-04-27T09:58:11+00:00,2026-04-27T09:59:21+00:00
4f0be0ac-0e6c-4ccc-b115-69a4cb1d56f1,dagster-run-4f0be0ac-0e6c-4ccc-b115-69a4cb1d56f1-hrp98,2026-04-27T09:40:25+00:00,2026-04-27T09:40:25+00:00,2026-04-27T09:40:25+00:00,2026-04-27T09:41:35+00:00
55a13616-a038-44c1-832f-5e206dafba6d,dagster-run-55a13616-a038-44c1-832f-5e206dafba6d-mdncv,2026-04-27T10:01:44+00:00,2026-04-27T10:01:44+00:00,2026-04-27T10:01:44+00:00,2026-04-27T10:02:59+00:00
65df47f8-2f47-49ec-a412-549281704c7e,dagster-run-65df47f8-2f47-49ec-a412-549281704c7e-2gn5j,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:52:11+00:00
6be4df17-1bfb-45f0-a2ed-6daacda85236,dagster-run-6be4df17-1bfb-45f0-a2ed-6daacda85236-hvrsn,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:52:11+00:00
6ebdedc8-74e4-4ef4-b0c9-16aa049bc0ed,dagster-run-6ebdedc8-74e4-4ef4-b0c9-16aa049bc0ed-gs9tz,2026-04-27T10:05:19+00:00,2026-04-27T10:05:19+00:00,2026-04-27T10:05:19+00:00,2026-04-27T10:06:37+00:00
798ef6b5-2ba7-4f7f-861b-df2686c420ce,dagster-run-798ef6b5-2ba7-4f7f-861b-df2686c420ce-5k65k,2026-04-27T10:05:18+00:00,2026-04-27T10:05:18+00:00,2026-04-27T10:05:18+00:00,2026-04-27T10:06:35+00:00
7aafd88f-6bcd-49c3-916d-dc6247310a09,dagster-run-7aafd88f-6bcd-49c3-916d-dc6247310a09-8grmh,2026-04-27T10:01:44+00:00,2026-04-27T10:01:44+00:00,2026-04-27T10:01:44+00:00,2026-04-27T10:02:56+00:00
