run_id,pod_name,submitted_ts,scheduled_ts,running_ts,job_start_ts
00be22c8-9c20-48a1-baae-a042f557c7a6,dagster-run-00be22c8-9c20-48a1-baae-a042f557c7a6-pcbxk,2026-04-27T10:12:26+00:00,2026-04-27T10:12:26+00:00,2026-04-27T10:12:26+00:00,2026-04-27T10:13:49+00:00
090e7ad4-4c6a-446f-aab1-37f4bbd27777,dagster-run-090e7ad4-4c6a-446f-aab1-37f4bbd27777-r5jjd,2026-04-27T09:43:57+00:00,2026-04-27T09:43:57+00:00,2026-04-27T09:43:57+00:00,2026-04-27T09:45:05+00:00
0d174364-e771-4c9a-939a-cd64c2c281a3,dagster-run-0d174364-e771-4c9a-939a-cd64c2c281a3-vrl6r,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:52:11+00:00
16885a73-bbd5-45fd-8bbb-2ac32afe0d04,dagster-run-16885a73-bbd5-45fd-8bbb-2ac32afe0d04-f4z9p,2026-04-27T10:05:19+00:00,2026-04-27T10:05:19+00:00,2026-04-27T10:05:19+00:00,2026-04-27T10:06:37+00:00
18047629-af85-46f8-81f1-e2d10d975cae,dagster-run-18047629-af85-46f8-81f1-e2d10d975cae-7nqq4,2026-04-27T10:08:51+00:00,2026-04-27T10:08:51+00:00,2026-04-27T10:08:51+00:00,2026-04-27T10:10:04+00:00
1d68d878-a74c-4eab-b370-513f90ce1ba3,dagster-run-1d68d878-a74c-4eab-b370-513f90ce1ba3-wzc2r,2026-04-27T10:08:50+00:00,2026-04-27T10:08:50+00:00,2026-04-27T10:08:50+00:00,2026-04-27T10:10:04+00:00
2826b58a-b8e6-4de6-951b-c18c41592e8b,dagster-run-2826b58a-b8e6-4de6-951b-c18c41592e8b-hvh4p,2026-04-27T10:16:26+00:00,2026-04-27T10:16:26+00:00,2026-04-27T10:16:26+00:00,2026-04-27T10:18:00+00:00
29b626ab-4bb9-42e7-a496-7e125bf66177,dagster-run-29b626ab-4bb9-42e7-a496-7e125bf66177-w2ndg,2026-04-27T10:16:20+00:00,2026-04-27T10:16:20+00:00,2026-04-27T10:16:20+00:00,2026-04-27T10:18:00+00:00
2fe1ab18-ab28-417f-8992-1766244c876b,dagster-run-2fe1ab18-ab28-417f-8992-1766244c876b-jbs5g,2026-04-27T10:01:43+00:00,2026-04-27T10:01:43+00:00,2026-04-27T10:01:43+00:00,2026-04-27T10:02:56+00:00
38f040ed-c426-45dc-8faa-7dacb8e5537a,dagster-run-38f040ed-c426-45dc-8faa-7dacb8e5537a-bdv8n,2026-04-27T09:47:29+00:00,2026-04-27T09:47:29+00:00,2026-04-27T09:47:29+00:00,2026-04-27T09:48:37+00:00
3c2bfe83-0ef6-453b-a9eb-335b5375eed7,dagster-run-3c2bfe83-0ef6-453b-a9eb-335b5375eed7-wv5gc,2026-04-27T10:08:51+00:00,2026-04-27T10:08:51+00:00,2026-04-27T10:08:51+00:00,2026-04-27T10:10:04+00:00
436af5dc-bf1b-4028-ac7c-19d4aeaf5683,dagster-run-436af5dc-bf1b-4028-ac7c-19d4aeaf5683-f5lbm,2026-04-27T09:58:11+00:00,2026-04-27T09:58:11+00:00,2026-04-27T09:58:11+00:00,2026-04-27T09:59:21+00:00
4d8713a1-e130-4a2e-8b3b-bd64dcf3f7d2,dagster-run-4d8713a1-e130-4a2e-8b3b-bd64dcf3f7d2-brnnt,2026-04-27T10:19:44+00:00,2026-04-27T10:19:44+00:00,2026-04-27T10:19:44+00:00,2026-04-27T10:21:39+00:00
4f0be0ac-0e6c-4ccc-b115-69a4cb1d56f1,dagster-run-4f0be0ac-0e6c-4ccc-b115-69a4cb1d56f1-hrp98,2026-04-27T09:40:25+00:00,2026-04-27T09:40:25+00:00,2026-04-27T09:40:25+00:00,2026-04-27T09:41:35+00:00
4fd64e01-ecaa-4b56-8c15-766172e8b215,dagster-run-4fd64e01-ecaa-4b56-8c15-766172e8b215-8cxgp,2026-04-27T10:12:25+00:00,2026-04-27T10:12:25+00:00,2026-04-27T10:12:25+00:00,2026-04-27T10:13:47+00:00
52bcfb8b-62ce-4496-b129-bc739181b801,dagster-run-52bcfb8b-62ce-4496-b129-bc739181b801-ttwwj,2026-04-27T10:16:28+00:00,2026-04-27T10:16:28+00:00,2026-04-27T10:16:28+00:00,2026-04-27T10:18:00+00:00
55a13616-a038-44c1-832f-5e206dafba6d,dagster-run-55a13616-a038-44c1-832f-5e206dafba6d-mdncv,2026-04-27T10:01:44+00:00,2026-04-27T10:01:44+00:00,2026-04-27T10:01:44+00:00,2026-04-27T10:02:59+00:00
5a2cad8b-496a-4619-b7bf-3264fa748e15,dagster-run-5a2cad8b-496a-4619-b7bf-3264fa748e15-vjbrp,2026-04-27T10:19:40+00:00,2026-04-27T10:19:40+00:00,2026-04-27T10:19:40+00:00,2026-04-27T10:21:08+00:00
65df47f8-2f47-49ec-a412-549281704c7e,dagster-run-65df47f8-2f47-49ec-a412-549281704c7e-2gn5j,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:51:01+00:00,2026-04-27T09:52:11+00:00
